"CUST_ID","LAST_NAME","FIRST_NAME","EMAIL","STREET_ADDRESS","POSTAL_CODE","CITY","STATE_PROVINCE","COUNTRY","COUNTRY_CODE","CONTINENT","YRS_CUSTOMER","PROMOTION_RESPONSE","LOC_LAT","LOC_LONG","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","RENT_OWN","SEGMENT_ID","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_RESIDENCE"
1295785,"Toto","Beatris","beatris.toto@oraclemail.com","Via Regina Margherita","14022","Albugnano","Asti","Italy","IT","Europe",6,0,45.07782,7.9719,49,0,355,"High School","","Female",3,52924.5,"C: 50,000 - 69,999",1,"Professional",1,"M",260000,2,2,"Unknown","Own",7,19,,16
1298106,"Pisano","Li","li.pisano@oraclemail.com","32 Via Pietro Borsieri","20159","Milano","Milano","Italy","IT","Europe",2,0,45.48945,9.18908,61,0,96,"LessThanHS","No","Female",1,17574,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,33,7,17
1293709,"Donzelli","Varya","varya.donzelli@oraclemail.com","8 Piazza Rivarola","00019","Tivoli","Roma","Italy","IT","Europe",1,0,41.96561,12.79912,41,0,76,"High School","","Female",6,2977.2,"A: Below 30,000",0,"Business",0,"M",0,2,0,"Unknown","Rent",7,12,,19
1307573,"Columbo","Manika","manika.columbo@oraclemail.com","Stulles","39013","Stulles","Bolzano","Italy","IT","Europe",0,0,46.82807,11.20115,69,2,18,"Associates","No","Female",1,46132.5,"B: 30,000 - 49,999",0,"Professional",0,"S",0,0,0,"Unknown","Rent",9,17,1,1
1294997,"Lubiani","Evangelina","evangelina.lubiani@oraclemail.com","Località Naregno","57031","Naregno","Livorno","Italy","IT","Europe",12,0,42.75487,10.39998,65,2,383,"Doctorate","No","Female",3,134755.5,"F: Above 110,000",0,"Professional",0,"S",110000,0,1,"Unknown","Own",9,45,17,9
1295035,"Napoleoni","Chante","chante.napoleoni@oraclemail.com","Via Edmondo De Amicis","35010","Vigodarzere","Padova","Italy","IT","Europe",1,0,45.45577,11.88074,48,12,114,"LessThanHS","Yes","Female",1,64155.6,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",7,6,6,15
1295006,"Calabrese","Edwina","edwina.calabrese@oraclemail.com","178 Corso Vittorio Emanuele Ii","76121","Barletta","Barletta-Andria-Trani","Italy","IT","Europe",3,0,41.32026,16.27735,64,2,257,"Associates","No","Female",3,79945.5,"D: 70,000 - 89,999",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,34,21,7
1295023,"Tortorella","Parfait","parfait.tortorella@oraclemail.com","20 Via Pontinia","04100","Latina","Latina","Italy","IT","Europe",8,0,41.45702,12.90667,57,4,346,"Masters","No","Male",2,70918,"D: 70,000 - 89,999",0,"Skilled",0,"S",0,1,0,"Unknown","Rent",9,35,13,5
1295042,"Frangipani","Suneet","suneet.frangipani@oraclemail.com","119 Via Marmorata","00153","Roma","Roma","Italy","IT","Europe",5,0,41.88053,12.47772,43,7,130,"Masters","Yes","Female",1,43676,"B: 30,000 - 49,999",0,"Labor",0,"S",0,1,0,"Unknown","Rent",7,12,12,14
1297363,"Capelli","Durra","durra.capelli@oraclemail.com","35 Via Milano","26025","Pandino","Cremona","Italy","IT","Europe",11,0,45.40483,9.54974,60,16,49,"High School","Yes","Female",2,35713.2,"B: 30,000 - 49,999",2,"Business",2,"S",0,1,0,"Other","Rent",9,14,14,13
1291684,"Tintoretto","Ahilya","ahilya.tintoretto@oraclemail.com","15 Via Valle","83035","Grottaminarda","Avellino","Italy","IT","Europe",4,0,41.07094,15.06136,41,13,322,"High School","Yes","Female",4,54465.3,"C: 50,000 - 69,999",1,"Administrative",3,"S",360000,2,2,"Unknown","Own",7,11,8,16
1293651,"Majarelli","Chandralekha","chandralekha.majarelli@oraclemail.com","20 Via Paternò","00133","Borghesiana","Roma","Italy","IT","Europe",1,0,41.85854,12.67201,55,18,333,"Bachelors","Yes","Female",1,33370,"B: 30,000 - 49,999",0,"None",0,"S",0,1,0,"Unknown","Rent",9,12,6,6
1291686,"Ghislieri","Brianna","brianna.ghislieri@oraclemail.com","5 Via San Giuliano","48018","Faenza","Ravenna","Italy","IT","Europe",3,0,44.28927,11.8742,40,14,470,"Associates","Yes","Female",4,85042.5,"D: 70,000 - 89,999",2,"Professional",2,"M",0,3,0,"Unknown","Rent",7,11,4,17
1293660,"Toccafundo","Buddhasinha","buddhasinha.toccafundo@oraclemail.com","17 Via Baretti","15011","Acqui Terme","Alessandria","Italy","IT","Europe",2,0,44.67276,8.46748,65,4,415,"Masters","No","Male",2,163933.5,"F: Above 110,000",0,"Professional",0,"S",0,0,0,"Unknown","Rent",9,29,7,7
1291689,"Emiliani","Xi-Lan","xi-lan.emiliani@oraclemail.com","30 Via Della Moscova","20121","Milano","Milano","Italy","IT","Europe",6,0,45.47683,9.18934,53,1,202,"High School","No","Female",2,44700,"B: 30,000 - 49,999",1,"Professional",1,"S",20000,2,1,"Dog","Own",7,4,2,16
1296277,"Rebellin","Hiang-Ta","hiang-ta.rebellin@oraclemail.com","297 Viale Romagna","48125","Lido Di Savio","Ravenna","Italy","IT","Europe",6,0,44.31483,12.34235,66,0,161,"LessThanHS","No","Male",1,26173.6,"A: Below 30,000",0,"Services",0,"S",0,1,0,"Unknown","Rent",9,35,4,9
1292741,"Schettina","Jhilmil","jhilmil.schettina@oraclemail.com","Via Tiziano","09128","Cagliari","Cagliari","Italy","IT","Europe",8,0,39.22247,9.12425,54,0,249,"Bachelors","","Female",5,57698.4,"C: 50,000 - 69,999",0,"Business",3,"M",370000,1,2,"Unknown","Own",7,34,,18
1296845,"Banatoni","Rita","rita.banatoni@oraclemail.com","19 Via Sottotenente G. Scalia","95037","San Giovanni La Punta","Catania","Italy","IT","Europe",0,0,37.57802,15.09442,55,17,410,"Associates","Yes","Female",3,77020.32,"D: 70,000 - 89,999",0,"Science/Tech",0,"S",0,1,0,"Unknown","Rent",9,6,5,19
1297837,"Sonnino","Tracie","tracie.sonnino@oraclemail.com","39 Via Rivalta","10141","Torino","Torino","Italy","IT","Europe",7,0,45.05683,7.65006,50,0,459,"LessThanHS","","Female",2,53501.4,"C: 50,000 - 69,999",0,"Administrative",2,"M",0,2,0,"Unknown","Rent",7,9,,15
1293683,"Rugiero","Nitya","nitya.rugiero@oraclemail.com","24 Strada Di Borgheria","61122","Pesaro","Pesaro E Urbino","Italy","IT","Europe",6,0,43.89445,12.88715,64,2,392,"Doctorate","No","Male",3,104946,"E: 90,000 - 109,999",0,"Sales",0,"S",0,1,0,"Unknown","Rent",9,27,11,20
1297844,"Gortana","Lilia","lilia.gortana@oraclemail.com","Piazza Del Mercato","33030","Buja","Udine","Italy","IT","Europe",2,0,46.20629,13.12522,40,1,478,"Masters","No","Female",3,172186.5,"F: Above 110,000",0,"Professional",0,"M",350000,2,2,"Dog","Own",7,15,2,2
1297852,"D'Urso","Savita","savita.d'urso@oraclemail.com","3 Via Solferino","20821","Meda","Monza E Brianza","Italy","IT","Europe",7,0,45.66291,9.1571,51,5,356,"Doctorate","Yes","Female",3,172857,"F: Above 110,000",0,"Professional",0,"S",0,1,0,"Unknown","Rent",7,24,9,9
1294778,"Scuderi","Guruvayur","guruvayur.scuderi@oraclemail.com","56 Corso Giacomo Matteotti","62017","Porto Recanati","Macerata","Italy","IT","Europe",10,0,43.43379,13.66325,57,14,167,"Doctorate","Yes","Male",3,84901.44,"D: 70,000 - 89,999",2,"Science/Tech",2,"S",0,1,0,"Other","Rent",9,31,28,10
1297858,"Nannini","Irmgard","irmgard.nannini@oraclemail.com","Piazza Dei Cavalli","29121","Piacenza","Piacenza","Italy","IT","Europe",4,0,45.0528,9.69331,44,0,458,"Doctorate","","Female",7,24128.5,"A: Below 30,000",2,"Labor",3,"M",100000,3,2,"Unknown","Own",7,25,,20
1291259,"Avanzi","Ladonna","ladonna.avanzi@oraclemail.com","159 Viale Miramare","34136","Trieste","Trieste","Italy","IT","Europe",7,0,45.68411,13.75105,59,2,236,"Doctorate","No","Female",3,136939.5,"F: Above 110,000",1,"Professional",1,"S",110000,1,1,"Cat","Own",9,40,25,9
1293839,"Radini","Abelina","abelina.radini@oraclemail.com","38 Piazza Giuseppe Mazzini","41121","Modena","Modena","Italy","IT","Europe",8,0,44.64635,10.92671,41,1,337,"High School","No","Female",3,83041.2,"D: 70,000 - 89,999",1,"Business",3,"M",450000,2,2,"Other","Own",7,17,1,16
1291170,"Pitti","Kamarekha","kamarekha.pitti@oraclemail.com","26 Via Divisione Julia","04023","Formia","Latina","Italy","IT","Europe",2,0,41.25654,13.60498,48,1,13,"High School","No","Female",3,47242.8,"B: 30,000 - 49,999",1,"Business",1,"M",60000,2,2,"Dog","Own",7,27,2,16
1291779,"Frati","Chaunce","chaunce.frati@oraclemail.com","102 Via San Gervasio","32100","Belluno","Belluno","Italy","IT","Europe",12,0,46.13601,12.19745,65,13,22,"Masters","Yes","Male",2,90913.2,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,29,29,4
1296779,"Tofoli","Usha","usha.tofoli@oraclemail.com","3 Via Fiorentina","52048","Monte San Savino","Arezzo","Italy","IT","Europe",6,0,43.33627,11.72586,54,10,133,"High School","Yes","Female",2,50872.5,"C: 50,000 - 69,999",1,"Professional",1,"S",80000,2,1,"Unknown","Own",7,2,2,16
1295790,"Fuser","Corina","corina.fuser@oraclemail.com","40 Via Delle Belle Torri","56127","Pisa","Pisa","Italy","IT","Europe",8,0,43.71603,10.4043,69,0,211,"Bachelors","","Female",1,68253.6,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,48,,6
1293731,"Sfondrati","Anjanam","anjanam.sfondrati@oraclemail.com","2 Via Giardino Giusti","37129","Verona","Verona","Italy","IT","Europe",7,0,45.44304,11.0064,43,10,25,"High School","Yes","Female",3,23943,"A: Below 30,000",1,"Professional",2,"S",0,1,0,"Unknown","Rent",7,11,5,19
1297840,"Ciccolella","Said","said.ciccolella@oraclemail.com","9 Via Delle Fonderie","58024","Valpiana","Grosseto","Italy","IT","Europe",9,0,43.00588,10.85208,69,0,219,"Bachelors","","Male",1,120216,"F: Above 110,000",2,"Business",2,"S",30000,1,1,"Dog","Own",9,50,,17
1295266,"Travanti","Adelise","adelise.travanti@oraclemail.com","Via San Francesco","06123","Perugia","Perugia","Italy","IT","Europe",5,0,43.11321,12.38417,42,0,177,"LessThanHS","Yes","Female",1,50752.8,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",7,21,13,15
1295272,"Baggio","Leola","leola.baggio@oraclemail.com","32 Corso Vittorio Emanuele Ii","60010","Barbara","Ancona","Italy","IT","Europe",4,0,43.5821,13.02613,47,18,168,"Bachelors","Yes","Female",4,145744.56,"F: Above 110,000",0,"Science/Tech",0,"S",480000,2,2,"Unknown","Own",7,9,7,7
1295039,"Morgia","Ksantu","ksantu.morgia@oraclemail.com","8 Largo Armando Diaz","33045","Nimis","Udine","Italy","IT","Europe",1,0,46.20715,13.2661,58,4,43,"Masters","No","Male",2,147361.5,"F: Above 110,000",0,"Professional",0,"S",110000,1,1,"Unknown","Own",9,38,19,9
1295286,"Sonego","Jyotsna","jyotsna.sonego@oraclemail.com","69 Via Brusade","30027","San Donà Di Piave","Venezia","Italy","IT","Europe",7,0,45.63888,12.5685,45,17,275,"Doctorate","Yes","Female",4,94956,"E: 90,000 - 109,999",0,"Business",0,"M",0,3,0,"Cat","Rent",7,4,4,15
1291384,"Murrone","Melisande","melisande.murrone@oraclemail.com","18 Via Vittorio Emanuele","89047","Roccella Jonica","Reggio Di Calabria","Italy","IT","Europe",5,0,38.32259,16.40533,42,3,387,"LessThanHS","Yes","Female",2,57018,"C: 50,000 - 69,999",0,"Skilled",0,"M",0,2,0,"Unknown","Rent",7,19,5,15
1291668,"Baruffaldi","Darci","darci.baruffaldi@oraclemail.com","9 Via Monfalcone","89013","Gioia Tauro","Reggio Di Calabria","Italy","IT","Europe",4,0,38.4271,15.89898,65,6,306,"LessThanHS","Yes","Female",1,22836.84,"A: Below 30,000",0,"Science/Tech",0,"S",140000,1,1,"Unknown","Own",9,28,22,6
1295825,"Alasia","Bik","bik.alasia@oraclemail.com","32 Via Generale A. Clerici","27010","Costa De' Nobili","Pavia","Italy","IT","Europe",6,0,45.13051,9.37736,50,5,71,"Doctorate","Yes","Female",2,40251.6,"B: 30,000 - 49,999",2,"Business",1,"S",180000,2,1,"Unknown","Own",7,4,3,20
1297086,"Tomba","Arunima","arunima.tomba@oraclemail.com","11 Via Vittorio Veneto","21016","Luino","Varese","Italy","IT","Europe",7,0,46.00028,8.74081,50,13,364,"Masters","Yes","Female",3,55183,"C: 50,000 - 69,999",1,"Skilled",2,"S",0,1,0,"Unknown","Rent",7,13,8,19
1291681,"Crapanzano","Gulika","gulika.crapanzano@oraclemail.com","18 Via Luigi Galvani","37138","Verona","Verona","Italy","IT","Europe",6,0,45.44711,10.96653,59,2,251,"Doctorate","No","Female",3,169236.6,"F: Above 110,000",0,"Science/Tech",0,"S",110000,1,1,"Unknown","Own",9,10,10,9
1291692,"Maffei","Hansini","hansini.maffei@oraclemail.com","3 Vicolo Del Gallo","00186","Roma","Roma","Italy","IT","Europe",9,0,41.89554,12.4712,58,0,252,"LessThanHS","No","Male",1,26100.5,"A: Below 30,000",0,"Labor",0,"S",0,1,0,"Unknown","Rent",9,39,27,13
1294723,"Ciasca","Karin","karin.ciasca@oraclemail.com","20 Località Malpensata","26866","Cascina Branduzza","Lodi","Italy","IT","Europe",3,0,45.23278,9.39228,50,17,434,"Associates","Yes","Female",3,67959,"C: 50,000 - 69,999",2,"Professional",2,"S",0,1,0,"Unknown","Rent",7,27,6,17
1291630,"Cuttitta","Elmira","elmira.cuttitta@oraclemail.com","11 Via Roma","25020","Pralboino","Brescia","Italy","IT","Europe",7,0,45.2683,10.2164,44,20,110,"Associates","Yes","Female",4,24075.5,"A: Below 30,000",2,"Labor",2,"M",0,3,0,"Unknown","Rent",7,4,4,17
1292731,"Tarantino","Gatha","gatha.tarantino@oraclemail.com","47 Via Palermo","98121","Messina","Messina","Italy","IT","Europe",2,0,38.20524,15.55558,61,19,163,"Masters","Yes","Male",2,138111.6,"F: Above 110,000",2,"Business",2,"S",0,1,0,"Other","Rent",9,37,20,6
1296778,"Carena","Syuzan","syuzan.carena@oraclemail.com","21 Via Aspromonte","23900","Lecco","Lecco","Italy","IT","Europe",1,0,45.85078,9.39036,62,0,213,"Bachelors","No","Female",1,122649,"F: Above 110,000",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,19,19,15
1293832,"Mulazzoni","Atidatta","atidatta.mulazzoni@oraclemail.com","16 Via Roma","45030","Villanova Marchesana","Rovigo","Italy","IT","Europe",8,0,44.99006,11.96744,62,2,278,"Associates","No","Male",3,11863.2,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,43,13,9
1293833,"Salieri","Mahmud","mahmud.salieri@oraclemail.com","Via Roma","85029","Venosa","Potenza","Italy","IT","Europe",10,0,40.96216,15.81704,62,4,208,"High School","Yes","Male",2,14200.5,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,40,28,8
1293836,"Ricordi","Myrla","myrla.ricordi@oraclemail.com","Piazza Municipio","82020","Santa Croce Del Sannio","Benevento","Italy","IT","Europe",4,0,41.38732,14.732,55,7,445,"High School","Yes","Female",2,45945.12,"B: 30,000 - 49,999",0,"Science/Tech",0,"S",0,1,0,"Unknown","Rent",9,32,22,10
1297325,"Conforto","Haykaz","haykaz.conforto@oraclemail.com","159 Viale Miramare","34136","Trieste","Trieste","Italy","IT","Europe",0,0,45.68411,13.75105,59,0,222,"LessThanHS","No","Male",1,59222.4,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,14,5,5
1297337,"Pedrazzolli","Evrik","evrik.pedrazzolli@oraclemail.com","73 Viale Dei Quattro Venti","00152","Roma","Roma","Italy","IT","Europe",8,0,41.88254,12.45872,62,2,287,"Associates","No","Male",3,13864,"A: Below 30,000",0,"Skilled",0,"S",0,1,0,"Unknown","Rent",9,18,13,16
1297338,"Cospito","Michela","michela.cospito@oraclemail.com","13 Via Giuseppe Verdi","54033","Carrara","Massa-Carrara","Italy","IT","Europe",1,0,44.07724,10.10048,63,0,63,"LessThanHS","No","Female",1,72068.88,"D: 70,000 - 89,999",0,"Science/Tech",0,"S",0,1,0,"Unknown","Rent",9,38,19,7
1297352,"Carotta","Paulette","paulette.carotta@oraclemail.com","12 Via Circonvallazione","28065","Cerano","Novara","Italy","IT","Europe",3,0,45.40798,8.78117,57,20,149,"Doctorate","Yes","Female",3,119925,"F: Above 110,000",0,"Science/Tech",0,"S",100000,1,1,"Unknown","Own",9,30,8,10
1307536,"De Vito","Shou","shou.de vito@oraclemail.com","Via Giovanni Valentini","43039","Salsomaggiore Terme","Parma","Italy","IT","Europe",9,0,44.81618,9.97837,57,0,426,"Bachelors","No","Male",1,106086,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,24,24,1
1293200,"Tolo","Aelita","aelita.tolo@oraclemail.com","Via Dei Colombi","00169","Roma","Roma","Italy","IT","Europe",7,0,41.86904,12.59323,44,5,155,"Associates","Yes","Female",3,4837.2,"A: Below 30,000",2,"Business",2,"S",0,1,0,"Unknown","Rent",7,19,12,17
1308067,"Sfondrati","Piran","piran.sfondrati@oraclemail.com","9 Via Montello","31040","Venegazzù","Treviso","Italy","IT","Europe",10,0,45.77767,12.09178,69,0,154,"Associates","","Male",1,12063,"A: Below 30,000",0,"Skilled",0,"S",120000,1,1,"Unknown","Own",9,46,,8
1293743,"Scotti","Mable","mable.scotti@oraclemail.com","Via Roma","32030","Seren Del Grappa","Belluno","Italy","IT","Europe",1,0,45.9876,11.84541,40,15,117,"LessThanHS","Yes","Female",2,34995,"B: 30,000 - 49,999",0,"Skilled",0,"M",0,2,0,"Unknown","Rent",7,12,3,15
1291776,"Nebiolo","Taisei","taisei.nebiolo@oraclemail.com","11 Via Piave","30020","Noventa Di Piave","Venezia","Italy","IT","Europe",11,0,45.66094,12.529,65,4,16,"High School","No","Male",2,29207.88,"A: Below 30,000",0,"Science/Tech",0,"S",0,1,0,"Unknown","Rent",9,8,8,7
1297332,"Bessi","Adalene","adalene.bessi@oraclemail.com","157 Corso Risorgimento","45014","Contarina","Rovigo","Italy","IT","Europe",2,0,45.02779,12.2212,52,5,353,"Doctorate","Yes","Female",2,108475,"E: 90,000 - 109,999",0,"Skilled",0,"S",300000,2,1,"Unknown","Own",7,26,15,15
1295795,"Sermattei","Sanatruk","sanatruk.sermattei@oraclemail.com","23 Viale Italia","34073","Grado","Gorizia","Italy","IT","Europe",12,0,45.67943,13.40445,68,0,181,"Bachelors","","Male",1,46206,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,42,,6
1297346,"Ancellotti","Denise","denise.ancellotti@oraclemail.com","Via Vittorio Alfieri","25019","Colombare","Brescia","Italy","IT","Europe",5,0,45.46357,10.60885,42,0,222,"LessThanHS","No","Female",2,13579.2,"A: Below 30,000",0,"Business",0,"M",0,2,0,"Unknown","Rent",7,14,1,15
1295797,"Curti","Kusumavati","kusumavati.curti@oraclemail.com","Via Victor Marie Hugo","42123","Castello Canali","Reggio Nell'Emilia","Italy","IT","Europe",0,0,44.66221,10.61973,63,2,371,"Associates","No","Female",3,103279.5,"E: 90,000 - 109,999",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,30,5,1
1293843,"Malaparte","Laboni","laboni.malaparte@oraclemail.com","Strada Comunale Montagna","92027","Licata","Agrigento","Italy","IT","Europe",4,0,37.10724,13.9275,41,9,228,"Bachelors","Yes","Female",4,101600.4,"E: 90,000 - 109,999",0,"Business",0,"S",110000,2,2,"Unknown","Own",7,18,13,13
1295499,"Penni","Grama","grama.penni@oraclemail.com","Piazza Achille Grandi","04010","Giulianello","Latina","Italy","IT","Europe",3,0,41.68466,12.87675,59,0,366,"LessThanHS","No","Male",1,685.5,"A: Below 30,000",0,"Professional",0,"S",0,0,0,"Unknown","Rent",9,3,3,9
1296253,"Dionisotti","Tadla","tadla.dionisotti@oraclemail.com","19 Via San Carlo","41059","Monteombraro","Modena","Italy","IT","Europe",3,0,44.37821,11.0082,48,19,22,"Masters","Yes","Female",3,80248.5,"D: 70,000 - 89,999",1,"Professional",2,"S",0,1,0,"Unknown","Rent",7,27,14,19
1297090,"Montella","Adergazoz","adergazoz.montella@oraclemail.com","Strada Degli Orti","17024","Varigotti","Savona","Italy","IT","Europe",11,0,44.18242,8.40236,68,2,80,"Associates","No","Male",1,41647.2,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,14,3,20
1297105,"Dassu","Michella","michella.dassu@oraclemail.com","Via Sant'Antonio","16030","Casarza Ligure","Genova","Italy","IT","Europe",6,0,44.27679,9.46427,63,12,294,"Bachelors","Yes","Female",1,35886,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown","Rent",9,37,24,6
1295827,"Chiappo","Sharlene","sharlene.chiappo@oraclemail.com","Via Capo Testa","07028","Santa Teresa Gallura","Sassari","Italy","IT","Europe",7,0,41.24191,9.18709,60,4,391,"Masters","No","Female",2,177868.5,"F: Above 110,000",0,"Professional",0,"S",0,0,0,"Unknown","Rent",9,26,25,3
1295514,"Batlle","Paykar","paykar.batlle@oraclemail.com","150 Via Del Babuino","00187","Roma","Roma","Italy","IT","Europe",6,0,41.90855,12.47879,68,4,127,"Masters","No","Male",1,74241,"D: 70,000 - 89,999",0,"Sales",0,"S",0,1,0,"Unknown","Rent",9,28,1,1
1295532,"Testavallia","Yason","yason.testavallia@oraclemail.com","8 Via Alessandro Poerio","30171","Mestre","Venezia","Italy","IT","Europe",3,0,45.49265,12.24045,65,18,174,"Bachelors","Yes","Male",1,43882.5,"B: 30,000 - 49,999",2,"Professional",2,"S",120000,1,1,"Other","Own",9,3,3,8
1310678,"Capano","Alexey","alexey.capano@oraclemail.com","6 Frazione Isola","16028","Isola","Genova","Italy","IT","Europe",7,0,44.57508,9.27125,59,0,60,"LessThanHS","No","Male",1,27563.2,"A: Below 30,000",0,"Services",0,"S",0,1,0,"Unknown","Rent",9,21,21,7
1310684,"Natoli","Jewell","jewell.natoli@oraclemail.com","Viale Giuseppe Garibaldi","19121","La Spezia","La Spezia","Italy","IT","Europe",5,0,44.10673,9.81473,67,0,247,"High School","","Female",1,31193.1,"B: 30,000 - 49,999",0,"Administrative",0,"S",0,1,0,"Unknown","Rent",9,46,,10
1293212,"Benarrivo","Frunze","frunze.benarrivo@oraclemail.com","Via Plàn","23030","Livigno","Sondrio","Italy","IT","Europe",4,0,46.54183,10.13784,68,4,190,"High School","No","Male",1,6684,"A: Below 30,000",1,"Skilled",1,"S",150000,0,1,"Unknown","Own",9,40,5,5
1293213,"Martini","Finneces","finneces.martini@oraclemail.com","Via Isonzo","50126","Firenze","Firenze","Italy","IT","Europe",7,0,43.7524,11.30481,60,2,71,"Doctorate","Yes","Male",3,141661.5,"F: Above 110,000",0,"Professional",0,"S",0,1,0,"Unknown","Own",9,32,12,20
1295297,"Sicco","Devamati","devamati.sicco@oraclemail.com","36 Via Dante Alighieri","09056","Isili","Sud Sardegna","Italy","IT","Europe",5,0,39.74233,9.10854,64,13,94,"High School","Yes","Female",2,14987.7,"A: Below 30,000",2,"Administrative",2,"S",0,1,0,"Other","Rent",9,43,10,2
1295328,"Iotti","Antoinette","antoinette.iotti@oraclemail.com","14 Via Decio Raggi","47030","San Mauro Pascoli","Forlì-Cesena","Italy","IT","Europe",8,0,44.10571,12.41735,68,0,88,"LessThanHS","No","Female",1,26103,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,49,5,5
1290866,"Carafa","Bo","bo.carafa@oraclemail.com","Piazza Palmiro Togliatti","62029","Tolentino","Macerata","Italy","IT","Europe",1,0,43.2154,13.29769,56,0,216,"Bachelors","No","Male",1,69708,"C: 50,000 - 69,999",0,"Services",0,"S",0,1,0,"Unknown","Rent",9,20,19,5
1291120,"Apollonio","Xiao-Mei","xiao-mei.apollonio@oraclemail.com","109 Via Nazionale","08020","Sarule","Nuoro","Italy","IT","Europe",1,0,40.22876,9.16415,67,0,10,"Doctorate","","Male",1,177832.5,"F: Above 110,000",0,"Professional",0,"S",140000,1,1,"Unknown","Own",9,40,,6
1296265,"Cristofoletto","Balasandhya","balasandhya.cristofoletto@oraclemail.com","44 Via Sant'Ambrogio","20015","Parabiago","Milano","Italy","IT","Europe",6,0,45.56033,8.95072,40,13,178,"Masters","Yes","Female",2,124812,"F: Above 110,000",0,"Business",0,"S",80000,2,1,"Other","Own",7,2,2,8
1291633,"Binaghi","Vanessa","vanessa.binaghi@oraclemail.com","91 Via Monza","20851","Lissone","Monza E Brianza","Italy","IT","Europe",12,0,45.60394,9.24725,63,12,147,"Bachelors","Yes","Female",1,92529,"E: 90,000 - 109,999",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,5,5,13
1291635,"Chili","Allie","allie.chili@oraclemail.com","Via Sant'Antonio","67053","Corumello","L'Aquila","Italy","IT","Europe",4,0,42.00791,13.34623,58,12,168,"Bachelors","Yes","Female",1,79710,"D: 70,000 - 89,999",0,"Professional",0,"S",0,1,0,"Unknown","Rent",9,16,16,2
1296787,"Scacceri","Eadan","eadan.scacceri@oraclemail.com","36 Via Arno","40139","Bologna","Bologna","Italy","IT","Europe",4,0,44.47269,11.38753,49,8,362,"Doctorate","Yes","Female",7,72861,"D: 70,000 - 89,999",2,"Professional",3,"M",30000,3,2,"Other","Own",7,26,5,20
1291641,"Savonarola","Kuladipaka","kuladipaka.savonarola@oraclemail.com","87 Via Del Mare","66034","Lanciano","Chieti","Italy","IT","Europe",11,0,42.23532,14.39668,61,2,320,"Doctorate","No","Male",3,121032,"F: Above 110,000",0,"Business",0,"S",170000,1,1,"Unknown","Own",9,13,13,3
1357384,"Vizzoni","Stanley","stanley.vizzoni@oraclemail.com","34 Via San Quintino","10121","Torino","Torino","Italy","IT","Europe",6,0,45.06729,7.6697,76,0,57,"Bachelors","","Male",2,24430.5,"A: Below 30,000",0,"Labor",0,"M",0,2,0,"Dog","Own",10,43,,6
1376992,"Franchitti","Penny","penny.franchitti@oraclemail.com","67 Viale Venezia","36022","San Giuseppe","Vicenza","Italy","IT","Europe",11,0,45.76975,11.7499,75,0,136,"Masters","","Female",1,113682,"F: Above 110,000",0,"Professional",0,"S",0,1,0,"Cat","Own",10,38,,1
1376997,"Borghini","Abelina","abelina.borghini@oraclemail.com","Sottovia Mercanti","20121","Milano","Milano","Italy","IT","Europe",1,0,45.46528,9.18713,77,0,136,"High School","","Female",1,3151.2,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown","Rent",10,47,,1
1377000,"Sisto","Kurangaksi","kurangaksi.sisto@oraclemail.com","Via Aniello Falcone","80127","Napoli","Napoli","Italy","IT","Europe",19,0,40.84011,14.22374,71,0,102,"LessThanHS","","Female",2,7410.5,"A: Below 30,000",0,"Labor",0,"M",0,1,0,"Unknown","Rent",10,16,,9
